"","passanger","weather","time","couponType","expiration","age","maritalStatus","has_children","education","occupation","income","Bar","CoffeeHouse","CarryAway","Restaurant20To50","toCoupon","Y"
"5182","Alone","Sunny","6PM","Restaurant(<20)","2h","50plus","Single","0","Graduate degree (Masters or Doctorate)","employed","Low","never","never","4~8","less1","5min - 15min","0"
"5183","Alone","Sunny","6PM","Coffee House","2h","50plus","Single","0","Graduate degree (Masters or Doctorate)","employed","Low","never","never","4~8","less1","more than 25min","0"
"5184","Alone","Sunny","10PM","Restaurant(<20)","2h","50plus","Single","0","Graduate degree (Masters or Doctorate)","employed","Low","never","never","4~8","less1","5min - 15min","0"
"5185","Alone","Sunny","10PM","Carry out & Take away","1d","50plus","Single","0","Graduate degree (Masters or Doctorate)","employed","Low","never","never","4~8","less1","5min - 15min","1"
"5186","Alone","Sunny","10PM","Bar","1d","50plus","Single","0","Graduate degree (Masters or Doctorate)","employed","Low","never","never","4~8","less1","15min - 25min","0"
"5187","Alone","Sunny","7AM","Coffee House","2h","50plus","Single","0","Graduate degree (Masters or Doctorate)","employed","Low","never","never","4~8","less1","5min - 15min","0"
"5188","Alone","Sunny","7AM","Coffee House","2h","50plus","Single","0","Graduate degree (Masters or Doctorate)","employed","Low","never","never","4~8","less1","15min - 25min","0"
"5189","Alone","Sunny","7AM","Restaurant(20-50)","2h","50plus","Single","0","Graduate degree (Masters or Doctorate)","employed","Low","never","never","4~8","less1","15min - 25min","0"
"5190","Alone","Sunny","7AM","Carry out & Take away","1d","50plus","Single","0","Graduate degree (Masters or Doctorate)","employed","Low","never","never","4~8","less1","more than 25min","1"
"5191","Alone","Sunny","7AM","Carry out & Take away","1d","50plus","Single","0","Graduate degree (Masters or Doctorate)","employed","Low","never","never","4~8","less1","more than 25min","1"
"5192","Alone","Sunny","7AM","Carry out & Take away","1d","50plus","Single","0","Graduate degree (Masters or Doctorate)","employed","Low","never","never","4~8","less1","5min - 15min","1"
"5193","Alone","Sunny","7AM","Coffee House","1d","50plus","Single","0","Graduate degree (Masters or Doctorate)","employed","Low","never","never","4~8","less1","15min - 25min","0"
"5194","Alone","Sunny","10AM","Bar","1d","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","5min - 15min","0"
"5195","Friend(s)","Sunny","10AM","Coffee House","2h","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","15min - 25min","0"
"5196","Friend(s)","Sunny","2PM","Restaurant(<20)","2h","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","15min - 25min","0"
"5197","Friend(s)","Sunny","6PM","Restaurant(<20)","1d","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","15min - 25min","1"
"5198","Friend(s)","Sunny","2PM","Coffee House","1d","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","5min - 15min","0"
"5199","Kid(s)","Sunny","10AM","Restaurant(<20)","1d","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","15min - 25min","0"
"5200","Kid(s)","Sunny","10AM","Carry out & Take away","1d","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","15min - 25min","1"
"5201","Kid(s)","Sunny","10AM","Bar","2h","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","15min - 25min","0"
"5202","Kid(s)","Sunny","2PM","Restaurant(<20)","2h","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","5min - 15min","0"
"5203","Kid(s)","Sunny","2PM","Coffee House","2h","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","15min - 25min","0"
"5204","Kid(s)","Sunny","6PM","Coffee House","1d","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","15min - 25min","0"
"5205","Alone","Sunny","6PM","Coffee House","1d","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","5min - 15min","0"
"5206","Alone","Sunny","6PM","Coffee House","1d","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","5min - 15min","0"
"5207","Alone","Sunny","6PM","Restaurant(<20)","2h","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","5min - 15min","0"
"5208","Alone","Sunny","6PM","Coffee House","2h","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","more than 25min","0"
"5209","Alone","Sunny","10PM","Restaurant(<20)","2h","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","5min - 15min","0"
"5210","Alone","Sunny","10PM","Carry out & Take away","1d","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","5min - 15min","1"
"5211","Alone","Sunny","7AM","Coffee House","2h","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","5min - 15min","0"
"5212","Alone","Sunny","7AM","Coffee House","2h","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","15min - 25min","0"
"5213","Alone","Sunny","7AM","Carry out & Take away","1d","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","more than 25min","1"
"5214","Alone","Sunny","7AM","Carry out & Take away","1d","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","5min - 15min","1"
"5215","Alone","Sunny","7AM","Coffee House","1d","50plus","Unmarried partner","1","Some college - no degree","employed","Medium","never","never","4~8","less1","15min - 25min","0"
"5216","Alone","Sunny","10AM","Bar","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","5min - 15min","0"
"5217","Friend(s)","Sunny","10AM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","15min - 25min","1"
"5218","Friend(s)","Sunny","2PM","Restaurant(<20)","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","15min - 25min","0"
"5219","Friend(s)","Sunny","6PM","Restaurant(<20)","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","15min - 25min","1"
"5220","Friend(s)","Sunny","2PM","Coffee House","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","5min - 15min","1"
"5221","Kid(s)","Sunny","10AM","Restaurant(<20)","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","15min - 25min","0"
"5222","Kid(s)","Sunny","10AM","Carry out & Take away","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","15min - 25min","0"
"5223","Kid(s)","Sunny","10AM","Bar","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","15min - 25min","0"
"5224","Kid(s)","Sunny","2PM","Restaurant(<20)","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","5min - 15min","1"
"5225","Kid(s)","Sunny","2PM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","15min - 25min","1"
"5226","Kid(s)","Sunny","6PM","Coffee House","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","15min - 25min","0"
"5227","Alone","Sunny","6PM","Coffee House","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","5min - 15min","0"
"5228","Alone","Sunny","6PM","Coffee House","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","5min - 15min","0"
"5229","Alone","Sunny","6PM","Restaurant(<20)","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","5min - 15min","0"
"5230","Alone","Sunny","6PM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","more than 25min","0"
"5231","Alone","Sunny","10PM","Restaurant(<20)","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","5min - 15min","0"
"5232","Alone","Sunny","10PM","Carry out & Take away","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","5min - 15min","0"
"5233","Alone","Sunny","7AM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","5min - 15min","1"
"5234","Alone","Sunny","7AM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","15min - 25min","1"
"5235","Alone","Sunny","7AM","Carry out & Take away","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","more than 25min","1"
"5236","Alone","Sunny","7AM","Carry out & Take away","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","5min - 15min","0"
"5237","Alone","Sunny","7AM","Coffee House","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","Low","never","1~3","4~8","less1","15min - 25min","0"
"5238","Alone","Sunny","10AM","Bar","1d","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","5min - 15min","0"
"5239","Friend(s)","Sunny","10AM","Coffee House","2h","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","15min - 25min","0"
"5240","Friend(s)","Sunny","2PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","15min - 25min","0"
"5241","Friend(s)","Sunny","6PM","Restaurant(<20)","1d","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","15min - 25min","1"
"5242","Friend(s)","Sunny","2PM","Coffee House","1d","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","5min - 15min","0"
"5243","Partner","Sunny","10AM","Coffee House","1d","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","5min - 15min","0"
"5244","Partner","Sunny","10AM","Restaurant(20-50)","2h","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","5min - 15min","0"
"5245","Partner","Sunny","10AM","Coffee House","1d","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","15min - 25min","0"
"5246","Partner","Sunny","2PM","Coffee House","2h","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","5min - 15min","0"
"5247","Partner","Sunny","6PM","Restaurant(<20)","1d","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","5min - 15min","1"
"5248","Partner","Sunny","6PM","Bar","2h","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","15min - 25min","0"
"5249","Alone","Sunny","6PM","Coffee House","1d","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","5min - 15min","0"
"5250","Alone","Sunny","6PM","Coffee House","1d","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","5min - 15min","0"
"5251","Alone","Sunny","6PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","5min - 15min","0"
"5252","Alone","Sunny","6PM","Coffee House","2h","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","more than 25min","0"
"5253","Alone","Sunny","10PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","5min - 15min","0"
"5254","Alone","Sunny","10PM","Carry out & Take away","1d","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","5min - 15min","0"
"5255","Alone","Sunny","7AM","Coffee House","2h","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","5min - 15min","0"
"5256","Alone","Sunny","7AM","Coffee House","2h","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","15min - 25min","0"
"5257","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","more than 25min","0"
"5258","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","5min - 15min","0"
"5259","Alone","Sunny","7AM","Coffee House","1d","20-30","Unmarried partner","0","Graduate degree (Masters or Doctorate)","employed","Medium","less1","less1","1~3","never","15min - 25min","0"
"5260","Alone","Sunny","10AM","Bar","1d","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","5min - 15min","0"
"5261","Friend(s)","Sunny","10AM","Coffee House","2h","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","15min - 25min","1"
"5262","Friend(s)","Sunny","2PM","Restaurant(<20)","2h","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","15min - 25min","1"
"5263","Friend(s)","Sunny","6PM","Restaurant(<20)","1d","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","15min - 25min","1"
"5264","Friend(s)","Sunny","2PM","Coffee House","1d","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","5min - 15min","1"
"5265","Kid(s)","Sunny","10AM","Restaurant(<20)","1d","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","15min - 25min","1"
"5266","Kid(s)","Sunny","10AM","Carry out & Take away","1d","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","15min - 25min","1"
"5267","Kid(s)","Sunny","10AM","Bar","2h","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","15min - 25min","0"
"5268","Kid(s)","Sunny","2PM","Restaurant(<20)","2h","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","5min - 15min","0"
"5269","Kid(s)","Sunny","2PM","Coffee House","2h","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","15min - 25min","1"
"5270","Kid(s)","Sunny","6PM","Coffee House","1d","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","15min - 25min","1"
"5271","Alone","Sunny","6PM","Coffee House","1d","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","5min - 15min","1"
"5272","Alone","Sunny","6PM","Coffee House","1d","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","5min - 15min","1"
"5273","Alone","Sunny","6PM","Restaurant(<20)","2h","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","5min - 15min","1"
"5274","Alone","Sunny","6PM","Coffee House","2h","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","more than 25min","0"
"5275","Alone","Sunny","10PM","Restaurant(<20)","2h","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","5min - 15min","0"
"5276","Alone","Sunny","10PM","Carry out & Take away","1d","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","5min - 15min","1"
"5277","Alone","Sunny","7AM","Coffee House","2h","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","5min - 15min","1"
"5278","Alone","Sunny","7AM","Coffee House","2h","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","15min - 25min","1"
"5279","Alone","Sunny","7AM","Carry out & Take away","1d","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","more than 25min","1"
"5280","Alone","Sunny","7AM","Carry out & Take away","1d","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","5min - 15min","1"
"5281","Alone","Sunny","7AM","Coffee House","1d","50plus","Married partner","1","Graduate degree (Masters or Doctorate)","retired","Medium","never","4~8","1~3","less1","15min - 25min","1"
"5282","Alone","Sunny","10AM","Bar","1d","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","5min - 15min","0"
"5283","Friend(s)","Sunny","10AM","Coffee House","2h","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","15min - 25min","1"
"5284","Friend(s)","Sunny","2PM","Restaurant(<20)","2h","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","15min - 25min","1"
"5285","Friend(s)","Sunny","6PM","Restaurant(<20)","1d","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","15min - 25min","1"
"5286","Friend(s)","Sunny","2PM","Coffee House","1d","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","5min - 15min","0"
"5287","Partner","Sunny","10AM","Coffee House","1d","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","5min - 15min","1"
"5288","Partner","Sunny","10AM","Restaurant(20-50)","2h","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","5min - 15min","1"
"5289","Partner","Sunny","10AM","Coffee House","1d","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","15min - 25min","1"
"5290","Partner","Sunny","2PM","Coffee House","2h","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","5min - 15min","1"
"5291","Partner","Sunny","6PM","Restaurant(<20)","1d","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","5min - 15min","1"
"5292","Partner","Sunny","6PM","Bar","2h","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","15min - 25min","1"
"5293","Alone","Sunny","6PM","Coffee House","1d","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","5min - 15min","0"
"5294","Alone","Sunny","6PM","Coffee House","1d","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","5min - 15min","1"
"5295","Alone","Sunny","6PM","Restaurant(<20)","2h","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","5min - 15min","1"
"5296","Alone","Sunny","6PM","Coffee House","2h","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","more than 25min","0"
"5297","Alone","Sunny","10PM","Restaurant(<20)","2h","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","5min - 15min","1"
"5298","Alone","Sunny","10PM","Carry out & Take away","1d","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","5min - 15min","1"
"5299","Alone","Sunny","7AM","Coffee House","2h","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","5min - 15min","1"
"5300","Alone","Sunny","7AM","Coffee House","2h","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","15min - 25min","1"
"5301","Alone","Sunny","7AM","Carry out & Take away","1d","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","more than 25min","1"
"5302","Alone","Sunny","7AM","Carry out & Take away","1d","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","5min - 15min","1"
"5303","Alone","Sunny","7AM","Coffee House","1d","40-50","Unmarried partner","0","Some college - no degree","employed","Low","never","less1","1~3","less1","15min - 25min","0"
"5304","Alone","Sunny","10AM","Bar","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","5min - 15min","0"
"5305","Friend(s)","Sunny","10AM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","15min - 25min","0"
"5306","Friend(s)","Sunny","2PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","15min - 25min","1"
"5307","Friend(s)","Sunny","6PM","Restaurant(<20)","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","15min - 25min","1"
"5308","Friend(s)","Sunny","2PM","Coffee House","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","5min - 15min","0"
"5309","Partner","Sunny","10AM","Coffee House","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","5min - 15min","0"
"5310","Partner","Sunny","10AM","Restaurant(20-50)","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","5min - 15min","0"
"5311","Partner","Sunny","10AM","Coffee House","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","15min - 25min","0"
"5312","Partner","Sunny","2PM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","5min - 15min","0"
"5313","Partner","Sunny","6PM","Restaurant(<20)","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","5min - 15min","1"
"5314","Partner","Sunny","6PM","Bar","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","15min - 25min","0"
"5315","Alone","Sunny","6PM","Coffee House","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","5min - 15min","0"
"5316","Alone","Sunny","6PM","Coffee House","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","5min - 15min","0"
"5317","Alone","Sunny","6PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","5min - 15min","1"
"5318","Alone","Sunny","6PM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","more than 25min","0"
"5319","Alone","Sunny","10PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","5min - 15min","1"
"5320","Alone","Sunny","10PM","Carry out & Take away","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","5min - 15min","1"
"5321","Alone","Sunny","7AM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","5min - 15min","0"
"5322","Alone","Sunny","7AM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","15min - 25min","0"
"5323","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","more than 25min","1"
"5324","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","5min - 15min","1"
"5325","Alone","Sunny","7AM","Coffee House","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","less1","4~8","1~3","15min - 25min","0"
"5326","Alone","Sunny","10AM","Bar","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","5min - 15min","0"
"5327","Friend(s)","Sunny","10AM","Coffee House","2h","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","15min - 25min","0"
"5328","Friend(s)","Sunny","2PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","15min - 25min","1"
"5329","Friend(s)","Sunny","6PM","Restaurant(<20)","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","15min - 25min","0"
"5330","Friend(s)","Sunny","2PM","Coffee House","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","5min - 15min","0"
"5331","Partner","Sunny","10AM","Coffee House","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","5min - 15min","1"
"5332","Partner","Sunny","10AM","Restaurant(20-50)","2h","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","5min - 15min","1"
"5333","Partner","Sunny","10AM","Coffee House","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","15min - 25min","1"
"5334","Partner","Sunny","2PM","Coffee House","2h","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","5min - 15min","1"
"5335","Partner","Sunny","6PM","Restaurant(<20)","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","5min - 15min","1"
"5336","Partner","Sunny","6PM","Bar","2h","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","15min - 25min","0"
"5337","Alone","Sunny","6PM","Coffee House","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","5min - 15min","1"
"5338","Alone","Sunny","6PM","Coffee House","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","5min - 15min","1"
"5339","Alone","Sunny","6PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","5min - 15min","1"
"5340","Alone","Sunny","6PM","Coffee House","2h","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","more than 25min","1"
"5341","Alone","Sunny","10PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","5min - 15min","0"
"5342","Alone","Sunny","10PM","Carry out & Take away","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","5min - 15min","1"
"5343","Alone","Sunny","7AM","Coffee House","2h","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","5min - 15min","0"
"5344","Alone","Sunny","7AM","Coffee House","2h","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","15min - 25min","1"
"5345","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","more than 25min","1"
"5346","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","5min - 15min","1"
"5347","Alone","Sunny","7AM","Coffee House","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","1~3","less1","15min - 25min","1"
"5348","Alone","Sunny","10AM","Bar","1d","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","5min - 15min","0"
"5349","Friend(s)","Sunny","10AM","Coffee House","2h","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","15min - 25min","1"
"5350","Friend(s)","Sunny","2PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","15min - 25min","1"
